sidoname,cityname,pm25value,pm10value,datetime,day,week
경남,경남,17.0,27.0,2022-03-13T11:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,8.0,14.0,2022-03-13T19:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,11.0,17.0,2022-03-21T12:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,13.0,51.0,2022-03-27T14:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,11.0,20.0,2022-03-29T01:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,12.0,46.0,2022-03-27T13:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,6.0,15.0,2022-03-28T03:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,15.0,25.0,2022-03-03T03:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,14.0,20.0,2022-03-21T07:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,6.0,10.0,2022-03-26T22:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,13.0,20.0,2022-03-30T04:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,20.0,48.0,2022-03-08T19:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,36.0,55.0,2022-03-10T04:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,26.0,50.0,2022-03-10T14:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,25.0,35.0,2022-03-23T03:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,7.0,14.0,2022-03-28T05:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,14.0,24.0,2022-03-29T23:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,31.0,48.0,2022-03-09T06:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,12.0,21.0,2022-03-21T20:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,10.0,17.0,2022-03-13T13:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,28.0,38.0,2022-03-23T23:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,16.0,30.0,2022-03-30T17:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,17.0,37.0,2022-03-07T13:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,37.0,57.0,2022-03-24T18:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,11.0,19.0,2022-03-02T16:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,18.0,31.0,2022-03-08T01:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,46.0,81.0,2022-03-04T11:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,14.0,32.0,2022-03-07T14:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,17.0,40.0,2022-03-16T20:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,14.0,20.0,2022-03-20T22:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,29.0,44.0,2022-03-25T14:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,30.0,52.0,2022-02-26T15:00:00.000Z,2022-02-26T00:00:00.000Z,2022-02-21T00:00:00.000Z
경남,경남,17.0,28.0,2022-03-03T06:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,13.0,30.0,2022-03-12T20:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,19.0,41.0,2022-03-16T15:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,19.0,41.0,2022-03-17T14:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,9.0,15.0,2022-03-21T13:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,8.0,14.0,2022-03-19T14:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,4.0,8.0,2022-03-26T18:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,29.0,47.0,2022-03-09T05:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,19.0,36.0,2022-03-16T23:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,16.0,35.0,2022-03-03T14:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,11.0,26.0,2022-03-06T22:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,13.0,31.0,2022-03-07T15:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T16:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,8.0,12.0,2022-03-14T07:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,6.0,10.0,2022-03-26T12:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,13.0,21.0,2022-03-21T09:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,10.0,19.0,2022-03-21T17:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,34.0,50.0,2022-03-01T17:00:00.000Z,2022-03-01T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,36.0,57.0,2022-03-09T08:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,12.0,26.0,2022-03-07T01:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,24.0,54.0,2022-03-08T12:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,3.0,5.0,2022-03-18T11:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,22.0,37.0,2022-03-23T15:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,29.0,55.0,2022-03-10T13:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,29.0,43.0,2022-03-23T09:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,10.0,18.0,2022-03-02T14:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,6.0,24.0,2022-03-06T15:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,12.0,26.0,2022-03-13T02:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,8.0,16.0,2022-03-28T02:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,12.0,24.0,2022-02-27T15:00:00.000Z,2022-02-27T00:00:00.000Z,2022-02-21T00:00:00.000Z
경남,경남,25.0,64.0,2022-03-04T20:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,28.0,47.0,2022-03-09T03:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,36.0,55.0,2022-03-10T03:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,14.0,27.0,2022-03-13T05:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,10.0,26.0,2022-03-06T19:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T13:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,13.0,18.0,2022-03-21T05:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,44.0,68.0,2022-03-10T09:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,9.0,14.0,2022-03-19T15:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,22.0,44.0,2022-03-10T16:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,12.0,25.0,2022-03-07T05:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,32.0,59.0,2022-03-09T12:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,13.0,18.0,2022-03-21T03:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T01:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,12.0,20.0,2022-02-23T23:00:00.000Z,2022-02-23T00:00:00.000Z,2022-02-21T00:00:00.000Z
경남,경남,24.0,47.0,2022-03-09T13:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,5.0,8.0,2022-03-18T15:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,19.0,30.0,2022-03-31T06:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,3.0,5.0,2022-03-18T05:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,7.0,9.0,2022-03-19T12:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,20.0,37.0,2022-03-30T12:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,18.0,39.0,2022-03-07T11:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,23.0,45.0,2022-03-10T19:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,7.0,12.0,2022-03-19T13:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,23.0,55.0,2022-03-08T13:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,23.0,48.0,2022-03-11T14:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,13.0,19.0,2022-03-20T23:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,24.0,40.0,2022-03-03T09:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,18.0,30.0,2022-03-13T10:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T22:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,24.0,45.0,2022-03-10T20:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,9.0,13.0,2022-03-14T08:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,18.0,30.0,2022-03-22T10:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,45.0,65.0,2022-03-24T12:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,13.0,19.0,2022-03-20T21:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,8.0,13.0,2022-03-19T18:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,41.0,59.0,2022-03-24T23:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,9.0,21.0,2022-03-28T11:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,21.0,42.0,2022-03-11T20:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,11.0,16.0,2022-03-20T12:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T21:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,14.0,22.0,2022-03-30T01:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,37.0,61.0,2022-03-09T22:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,9.0,14.0,2022-03-17T20:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,26.0,37.0,2022-03-23T07:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,23.0,38.0,2022-03-25T17:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,16.0,29.0,2022-03-13T07:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,4.0,8.0,2022-03-26T10:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,27.0,52.0,2022-03-03T20:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,13.0,18.0,2022-03-21T04:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,8.0,15.0,2022-03-27T07:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,18.0,36.0,2022-03-16T22:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,14.0,19.0,2022-03-20T09:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,21.0,66.0,2022-03-27T18:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,11.0,21.0,2022-03-28T22:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,15.0,32.0,2022-03-07T08:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,40.0,72.0,2022-03-09T11:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,6.0,9.0,2022-03-19T11:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,20.0,32.0,2022-03-22T17:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,20.0,54.0,2022-03-27T22:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,29.0,53.0,2022-03-03T21:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,32.0,51.0,2022-03-04T04:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,8.0,23.0,2022-03-06T18:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,37.0,62.0,2022-03-09T09:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,4.0,7.0,2022-03-18T23:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,13.0,20.0,2022-03-22T03:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,17.0,38.0,2022-03-07T10:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,26.0,49.0,2022-03-09T17:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,21.0,33.0,2022-03-22T18:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,7.0,15.0,2022-03-28T07:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,27.0,40.0,2022-02-25T12:00:00.000Z,2022-02-25T00:00:00.000Z,2022-02-21T00:00:00.000Z
경남,경남,33.0,85.0,2022-03-04T18:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,7.0,22.0,2022-03-06T17:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,34.0,61.0,2022-03-10T12:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,20.0,42.0,2022-03-03T18:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,23.0,44.0,2022-03-11T21:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,14.0,29.0,2022-03-12T22:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,13.0,27.0,2022-03-29T09:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,22.0,57.0,2022-03-08T14:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,14.0,23.0,2022-03-30T06:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,23.0,47.0,2022-03-10T15:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,20.0,31.0,2022-03-31T07:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,10.0,22.0,2022-03-28T21:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,13.0,28.0,2022-03-07T07:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,12.0,16.0,2022-03-20T06:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,4.0,8.0,2022-03-26T16:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,25.0,44.0,2022-02-26T17:00:00.000Z,2022-02-26T00:00:00.000Z,2022-02-21T00:00:00.000Z
경남,경남,18.0,38.0,2022-03-16T21:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,8.0,14.0,2022-03-13T18:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,12.0,22.0,2022-03-29T22:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,14.0,22.0,2022-03-31T20:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,19.0,42.0,2022-03-16T16:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,5.0,8.0,2022-03-19T08:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,28.0,48.0,2022-03-09T02:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,22.0,44.0,2022-03-10T18:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,20.0,44.0,2022-03-11T16:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,4.0,8.0,2022-03-19T01:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,40.0,61.0,2022-03-25T11:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,18.0,32.0,2022-03-31T12:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,18.0,36.0,2022-03-30T14:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,12.0,23.0,2022-03-02T23:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,12.0,25.0,2022-03-07T03:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,7.0,12.0,2022-03-17T21:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,5.0,10.0,2022-03-18T18:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,15.0,29.0,2022-03-30T18:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,7.0,18.0,2022-03-28T08:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,13.0,21.0,2022-03-13T12:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,21.0,45.0,2022-03-17T05:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,2.0,4.0,2022-03-18T09:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,39.0,58.0,2022-03-24T14:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,24.0,42.0,2022-03-12T01:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,10.0,17.0,2022-03-14T16:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,5.0,8.0,2022-03-26T17:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,8.0,25.0,2022-03-06T14:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,35.0,61.0,2022-03-09T21:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,9.0,14.0,2022-03-14T14:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,37.0,60.0,2022-03-04T08:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
경남,경남,22.0,45.0,2022-03-10T17:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,21.0,42.0,2022-03-17T04:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,26.0,38.0,2022-03-22T22:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,20.0,36.0,2022-03-30T10:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,37.0,57.0,2022-03-10T02:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,15.0,25.0,2022-03-15T12:00:00.000Z,2022-03-15T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,27.0,37.0,2022-03-24T01:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,30.0,42.0,2022-03-24T07:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,16.0,32.0,2022-03-30T16:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,13.0,21.0,2022-03-21T22:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,11.0,18.0,2022-03-13T23:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,41.0,58.0,2022-03-25T07:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,27.0,51.0,2022-03-08T22:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,20.0,37.0,2022-03-16T14:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,20.0,31.0,2022-03-30T22:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,25.0,43.0,2022-03-11T23:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,9.0,16.0,2022-03-14T15:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,26.0,36.0,2022-03-23T06:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,13.0,18.0,2022-03-20T15:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,19.0,33.0,2022-03-31T15:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,17.0,42.0,2022-03-16T17:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,15.0,20.0,2022-03-20T10:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
경남,경남,16.0,40.0,2022-03-27T23:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,19.0,29.0,2022-03-31T03:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,16.0,25.0,2022-03-30T07:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,15.0,33.0,2022-03-07T18:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,37.0,54.0,2022-03-10T06:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,46.0,70.0,2022-03-25T10:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,8.0,13.0,2022-03-13T16:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
경남,경남,41.0,55.0,2022-03-25T01:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
경남,경남,11.0,17.0,2022-03-31T22:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,10.0,23.0,2022-03-28T15:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,11.0,23.0,2022-03-29T12:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,10.0,23.0,2022-03-28T17:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
경남,경남,10.0,21.0,2022-03-28T13:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
