sidoname,cityname,pm10value,pm25value,pop,datetime
부산,북구,67,37,283211,2022-03-09T18:00:00.000Z
부산,사상구,71,41,208298,2022-03-09T18:00:00.000Z
부산,사하구,89,42,306003,2022-03-09T18:00:00.000Z
부산,서구,70,39,105164,2022-03-09T18:00:00.000Z
부산,수영구,73,33,175095,2022-03-09T18:00:00.000Z
부산,연제구,62,41,207144,2022-03-09T18:00:00.000Z
부산,영도구,66,34,110638,2022-03-09T18:00:00.000Z
부산,중구,63,39,40524,2022-03-09T18:00:00.000Z
부산,해운대구,67,39,396438,2022-03-09T18:00:00.000Z
부산,강서구,64,45,142918,2022-03-09T07:00:00.000Z
부산,금정구,47,32,228049,2022-03-09T07:00:00.000Z
부산,기장군,56,36,177125,2022-03-09T07:00:00.000Z
부산,남구,58,30,262069,2022-03-09T07:00:00.000Z
부산,동구,66,34,87679,2022-03-09T07:00:00.000Z
부산,동래구,54,33,266866,2022-03-09T07:00:00.000Z
부산,부산진구,67,39,353159,2022-03-09T07:00:00.000Z
부산,북구,62,40,283211,2022-03-09T07:00:00.000Z
부산,사상구,65,43,208298,2022-03-09T07:00:00.000Z
부산,사하구,64,40,306003,2022-03-09T07:00:00.000Z
부산,서구,70,40,105164,2022-03-09T07:00:00.000Z
부산,수영구,63,31,175095,2022-03-09T07:00:00.000Z
부산,연제구,51,31,207144,2022-03-09T07:00:00.000Z
부산,영도구,61,31,110638,2022-03-09T07:00:00.000Z
부산,중구,60,36,40524,2022-03-09T07:00:00.000Z
부산,해운대구,54,29,396438,2022-03-09T07:00:00.000Z
부산,강서구,82,54,142918,2022-03-10T12:00:00.000Z
부산,금정구,63,38,228049,2022-03-10T12:00:00.000Z
부산,기장군,65,37,177125,2022-03-10T12:00:00.000Z
부산,남구,70,40,262069,2022-03-10T12:00:00.000Z
부산,동구,87,35,87679,2022-03-10T12:00:00.000Z
부산,동래구,58,37,266866,2022-03-10T12:00:00.000Z
부산,부산진구,94,51,353159,2022-03-10T12:00:00.000Z
부산,북구,89,53,283211,2022-03-10T12:00:00.000Z
부산,사상구,91,50,208298,2022-03-10T12:00:00.000Z
부산,사하구,78,47,306003,2022-03-10T12:00:00.000Z
부산,서구,96,42,105164,2022-03-10T12:00:00.000Z
부산,수영구,79,38,175095,2022-03-10T12:00:00.000Z
부산,연제구,65,37,207144,2022-03-10T12:00:00.000Z
부산,영도구,62,35,110638,2022-03-10T12:00:00.000Z
부산,중구,67,39,40524,2022-03-10T12:00:00.000Z
부산,해운대구,76,42,396438,2022-03-10T12:00:00.000Z
부산,강서구,79,53,142918,2022-03-09T15:00:00.000Z
부산,금정구,73,44,228049,2022-03-09T15:00:00.000Z
부산,기장군,81,50,177125,2022-03-09T15:00:00.000Z
부산,남구,77,43,262069,2022-03-09T15:00:00.000Z
부산,동구,88,44,87679,2022-03-09T15:00:00.000Z
부산,동래구,80,49,266866,2022-03-09T15:00:00.000Z
부산,부산진구,88,50,353159,2022-03-09T15:00:00.000Z
부산,북구,79,50,283211,2022-03-09T15:00:00.000Z
부산,사상구,84,61,208298,2022-03-09T15:00:00.000Z
부산,사하구,96,61,306003,2022-03-09T15:00:00.000Z
부산,서구,92,56,105164,2022-03-09T15:00:00.000Z
부산,수영구,87,41,175095,2022-03-09T15:00:00.000Z
부산,연제구,77,42,207144,2022-03-09T15:00:00.000Z
부산,영도구,73,40,110638,2022-03-09T15:00:00.000Z
부산,중구,75,48,40524,2022-03-09T15:00:00.000Z
부산,해운대구,77,46,396438,2022-03-09T15:00:00.000Z
부산,강서구,18,7,142918,2022-03-14T16:00:00.000Z
부산,금정구,16,9,228049,2022-03-14T16:00:00.000Z
부산,기장군,14,9,177125,2022-03-14T16:00:00.000Z
부산,남구,17,7,262069,2022-03-14T16:00:00.000Z
부산,동구,24,9,87679,2022-03-14T16:00:00.000Z
부산,동래구,20,9,266866,2022-03-14T16:00:00.000Z
부산,부산진구,18,11,353159,2022-03-14T16:00:00.000Z
부산,북구,21,13,283211,2022-03-14T16:00:00.000Z
부산,사상구,17,12,208298,2022-03-14T16:00:00.000Z
부산,사하구,21,10,306003,2022-03-14T16:00:00.000Z
부산,서구,19,11,105164,2022-03-14T16:00:00.000Z
부산,수영구,17,7,175095,2022-03-14T16:00:00.000Z
부산,연제구,18,10,207144,2022-03-14T16:00:00.000Z
부산,영도구,23,6,110638,2022-03-14T16:00:00.000Z
부산,중구,17,10,40524,2022-03-14T16:00:00.000Z
부산,해운대구,18,9,396438,2022-03-14T16:00:00.000Z
부산,강서구,73,47,142918,2022-03-09T23:00:00.000Z
부산,금정구,71,48,228049,2022-03-09T23:00:00.000Z
부산,기장군,77,52,177125,2022-03-09T23:00:00.000Z
부산,남구,68,44,262069,2022-03-09T23:00:00.000Z
부산,동구,79,37,87679,2022-03-09T23:00:00.000Z
부산,동래구,74,50,266866,2022-03-09T23:00:00.000Z
부산,부산진구,79,47,353159,2022-03-09T23:00:00.000Z
부산,북구,78,48,283211,2022-03-09T23:00:00.000Z
부산,사상구,73,49,208298,2022-03-09T23:00:00.000Z
부산,사하구,68,42,306003,2022-03-09T23:00:00.000Z
부산,서구,77,42,105164,2022-03-09T23:00:00.000Z
부산,수영구,79,42,175095,2022-03-09T23:00:00.000Z
부산,연제구,69,45,207144,2022-03-09T23:00:00.000Z
부산,영도구,63,34,110638,2022-03-09T23:00:00.000Z
부산,중구,67,39,40524,2022-03-09T23:00:00.000Z
부산,해운대구,74,47,396438,2022-03-09T23:00:00.000Z
부산,강서구,17,11,142918,2022-03-13T21:00:00.000Z
부산,금정구,9,6,228049,2022-03-13T21:00:00.000Z
부산,기장군,11,9,177125,2022-03-13T21:00:00.000Z
부산,남구,19,12,262069,2022-03-13T21:00:00.000Z
부산,동구,23,9,87679,2022-03-13T21:00:00.000Z
부산,동래구,12,6,266866,2022-03-13T21:00:00.000Z
부산,부산진구,21,16,353159,2022-03-13T21:00:00.000Z
부산,북구,19,11,283211,2022-03-13T21:00:00.000Z
부산,사상구,17,12,208298,2022-03-13T21:00:00.000Z
부산,사하구,17,14,306003,2022-03-13T21:00:00.000Z
부산,서구,21,7,105164,2022-03-13T21:00:00.000Z
부산,수영구,15,10,175095,2022-03-13T21:00:00.000Z
부산,연제구,13,8,207144,2022-03-13T21:00:00.000Z
부산,영도구,20,7,110638,2022-03-13T21:00:00.000Z
부산,중구,22,13,40524,2022-03-13T21:00:00.000Z
부산,해운대구,21,11,396438,2022-03-13T21:00:00.000Z
부산,강서구,62,34,142918,2022-03-17T06:00:00.000Z
부산,금정구,61,32,228049,2022-03-17T06:00:00.000Z
부산,기장군,55,28,177125,2022-03-17T06:00:00.000Z
부산,남구,53,33,262069,2022-03-17T06:00:00.000Z
부산,동구,71,27,87679,2022-03-17T06:00:00.000Z
부산,동래구,52,31,266866,2022-03-17T06:00:00.000Z
부산,부산진구,62,33,353159,2022-03-17T06:00:00.000Z
부산,북구,66,35,283211,2022-03-17T06:00:00.000Z
부산,사상구,65,37,208298,2022-03-17T06:00:00.000Z
부산,사하구,56,32,306003,2022-03-17T06:00:00.000Z
부산,서구,62,31,105164,2022-03-17T06:00:00.000Z
부산,수영구,66,34,175095,2022-03-17T06:00:00.000Z
부산,연제구,54,29,207144,2022-03-17T06:00:00.000Z
부산,영도구,53,31,110638,2022-03-17T06:00:00.000Z
부산,중구,52,31,40524,2022-03-17T06:00:00.000Z
부산,해운대구,57,29,396438,2022-03-17T06:00:00.000Z
부산,강서구,92,68,142918,2022-03-10T09:00:00.000Z
부산,금정구,60,44,228049,2022-03-10T09:00:00.000Z
부산,기장군,65,42,177125,2022-03-10T09:00:00.000Z
부산,남구,70,50,262069,2022-03-10T09:00:00.000Z
부산,동구,80,38,87679,2022-03-10T09:00:00.000Z
부산,동래구,75,53,266866,2022-03-10T09:00:00.000Z
부산,부산진구,97,57,353159,2022-03-10T09:00:00.000Z
부산,북구,86,59,283211,2022-03-10T09:00:00.000Z
부산,사상구,128,85,208298,2022-03-10T09:00:00.000Z
부산,사하구,102,71,306003,2022-03-10T09:00:00.000Z
부산,서구,63,32,105164,2022-03-10T09:00:00.000Z
부산,수영구,78,47,175095,2022-03-10T09:00:00.000Z
부산,연제구,65,45,207144,2022-03-10T09:00:00.000Z
부산,영도구,67,39,110638,2022-03-10T09:00:00.000Z
부산,중구,61,43,40524,2022-03-10T09:00:00.000Z
부산,해운대구,67,42,396438,2022-03-10T09:00:00.000Z
부산,강서구,60,29,142918,2022-03-17T08:00:00.000Z
부산,금정구,52,25,228049,2022-03-17T08:00:00.000Z
부산,기장군,56,30,177125,2022-03-17T08:00:00.000Z
부산,남구,59,28,262069,2022-03-17T08:00:00.000Z
부산,동구,70,26,87679,2022-03-17T08:00:00.000Z
부산,동래구,54,29,266866,2022-03-17T08:00:00.000Z
부산,부산진구,58,28,353159,2022-03-17T08:00:00.000Z
부산,북구,52,25,283211,2022-03-17T08:00:00.000Z
부산,사상구,55,30,208298,2022-03-17T08:00:00.000Z
부산,사하구,65,28,306003,2022-03-17T08:00:00.000Z
부산,서구,61,27,105164,2022-03-17T08:00:00.000Z
부산,수영구,66,27,175095,2022-03-17T08:00:00.000Z
부산,연제구,54,27,207144,2022-03-17T08:00:00.000Z
부산,영도구,53,25,110638,2022-03-17T08:00:00.000Z
부산,중구,55,25,40524,2022-03-17T08:00:00.000Z
부산,해운대구,53,27,396438,2022-03-17T08:00:00.000Z
부산,강서구,49,32,142918,2022-02-25T12:00:00.000Z
부산,금정구,47,28,228049,2022-02-25T12:00:00.000Z
부산,기장군,40,33,177125,2022-02-25T12:00:00.000Z
부산,남구,50,29,262069,2022-02-25T12:00:00.000Z
부산,동구,60,34,87679,2022-02-25T12:00:00.000Z
부산,동래구,44,32,266866,2022-02-25T12:00:00.000Z
부산,부산진구,64,37,353159,2022-02-25T12:00:00.000Z
부산,북구,54,31,283211,2022-02-25T12:00:00.000Z
부산,사상구,62,40,208298,2022-02-25T12:00:00.000Z
부산,사하구,68,38,306003,2022-02-25T12:00:00.000Z
부산,서구,53,37,105164,2022-02-25T12:00:00.000Z
부산,수영구,null,null,175095,2022-02-25T12:00:00.000Z
부산,연제구,42,32,207144,2022-02-25T12:00:00.000Z
부산,영도구,48,30,110638,2022-02-25T12:00:00.000Z
부산,중구,47,36,40524,2022-02-25T12:00:00.000Z
부산,해운대구,52,32,396438,2022-02-25T12:00:00.000Z
부산,강서구,14,11,142918,2022-03-14T10:00:00.000Z
부산,금정구,10,7,228049,2022-03-14T10:00:00.000Z
부산,기장군,13,11,177125,2022-03-14T10:00:00.000Z
부산,남구,13,5,262069,2022-03-14T10:00:00.000Z
부산,동구,12,10,87679,2022-03-14T10:00:00.000Z
부산,동래구,15,9,266866,2022-03-14T10:00:00.000Z
부산,부산진구,19,10,353159,2022-03-14T10:00:00.000Z
부산,북구,13,9,283211,2022-03-14T10:00:00.000Z
부산,사상구,15,12,208298,2022-03-14T10:00:00.000Z
부산,사하구,12,11,306003,2022-03-14T10:00:00.000Z
부산,서구,14,6,105164,2022-03-14T10:00:00.000Z
부산,수영구,14,6,175095,2022-03-14T10:00:00.000Z
부산,연제구,20,9,207144,2022-03-14T10:00:00.000Z
부산,영도구,8,3,110638,2022-03-14T10:00:00.000Z
부산,중구,13,7,40524,2022-03-14T10:00:00.000Z
부산,해운대구,20,11,396438,2022-03-14T10:00:00.000Z
부산,강서구,66,41,142918,2022-03-09T19:00:00.000Z
부산,금정구,69,43,228049,2022-03-09T19:00:00.000Z
부산,기장군,72,46,177125,2022-03-09T19:00:00.000Z
부산,남구,66,36,262069,2022-03-09T19:00:00.000Z
부산,동구,75,35,87679,2022-03-09T19:00:00.000Z
부산,동래구,65,44,266866,2022-03-09T19:00:00.000Z
부산,부산진구,60,40,353159,2022-03-09T19:00:00.000Z
부산,북구,74,43,283211,2022-03-09T19:00:00.000Z
부산,사상구,67,41,208298,2022-03-09T19:00:00.000Z
부산,사하구,68,36,306003,2022-03-09T19:00:00.000Z
부산,서구,78,36,105164,2022-03-09T19:00:00.000Z
부산,수영구,73,35,175095,2022-03-09T19:00:00.000Z
부산,연제구,68,38,207144,2022-03-09T19:00:00.000Z
부산,영도구,60,30,110638,2022-03-09T19:00:00.000Z
부산,중구,62,35,40524,2022-03-09T19:00:00.000Z
부산,해운대구,68,40,396438,2022-03-09T19:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,29,19,142918,2022-03-15T12:00:00.000Z
부산,금정구,28,13,228049,2022-03-15T12:00:00.000Z
부산,기장군,24,12,177125,2022-03-15T12:00:00.000Z
부산,남구,33,11,262069,2022-03-15T12:00:00.000Z
부산,동구,32,18,87679,2022-03-15T12:00:00.000Z
부산,동래구,28,17,266866,2022-03-15T12:00:00.000Z
부산,부산진구,44,19,353159,2022-03-15T12:00:00.000Z
부산,북구,35,18,283211,2022-03-15T12:00:00.000Z
부산,사상구,39,27,208298,2022-03-15T12:00:00.000Z
부산,사하구,35,22,306003,2022-03-15T12:00:00.000Z
부산,서구,38,24,105164,2022-03-15T12:00:00.000Z
부산,수영구,28,12,175095,2022-03-15T12:00:00.000Z
부산,연제구,30,16,207144,2022-03-15T12:00:00.000Z
부산,영도구,25,14,110638,2022-03-15T12:00:00.000Z
부산,중구,27,16,40524,2022-03-15T12:00:00.000Z
부산,해운대구,30,14,396438,2022-03-15T12:00:00.000Z
부산,강서구,74,52,142918,2022-03-11T11:00:00.000Z
부산,금정구,58,32,228049,2022-03-11T11:00:00.000Z
부산,기장군,47,21,177125,2022-03-11T11:00:00.000Z
부산,남구,55,25,262069,2022-03-11T11:00:00.000Z
부산,동구,94,32,87679,2022-03-11T11:00:00.000Z
부산,동래구,60,37,266866,2022-03-11T11:00:00.000Z
부산,부산진구,90,48,353159,2022-03-11T11:00:00.000Z
부산,북구,75,40,283211,2022-03-11T11:00:00.000Z
부산,사상구,107,59,208298,2022-03-11T11:00:00.000Z
부산,사하구,104,64,306003,2022-03-11T11:00:00.000Z
부산,서구,51,20,105164,2022-03-11T11:00:00.000Z
부산,수영구,65,24,175095,2022-03-11T11:00:00.000Z
부산,연제구,49,23,207144,2022-03-11T11:00:00.000Z
부산,영도구,52,23,110638,2022-03-11T11:00:00.000Z
부산,중구,45,19,40524,2022-03-11T11:00:00.000Z
부산,해운대구,62,26,396438,2022-03-11T11:00:00.000Z
부산,강서구,34,17,142918,2022-03-17T15:00:00.000Z
부산,금정구,27,13,228049,2022-03-17T15:00:00.000Z
부산,기장군,27,14,177125,2022-03-17T15:00:00.000Z
부산,남구,26,12,262069,2022-03-17T15:00:00.000Z
부산,동구,39,16,87679,2022-03-17T15:00:00.000Z
부산,동래구,28,21,266866,2022-03-17T15:00:00.000Z
부산,부산진구,38,19,353159,2022-03-17T15:00:00.000Z
부산,북구,29,15,283211,2022-03-17T15:00:00.000Z
부산,사상구,34,18,208298,2022-03-17T15:00:00.000Z
부산,사하구,40,18,306003,2022-03-17T15:00:00.000Z
부산,서구,39,17,105164,2022-03-17T15:00:00.000Z
부산,수영구,33,15,175095,2022-03-17T15:00:00.000Z
부산,연제구,33,17,207144,2022-03-17T15:00:00.000Z
부산,영도구,26,10,110638,2022-03-17T15:00:00.000Z
부산,중구,35,15,40524,2022-03-17T15:00:00.000Z
부산,해운대구,28,14,396438,2022-03-17T15:00:00.000Z
부산,강서구,20,13,142918,2022-02-27T15:00:00.000Z
부산,금정구,22,11,228049,2022-02-27T15:00:00.000Z
부산,기장군,23,11,177125,2022-02-27T15:00:00.000Z
부산,남구,28,15,262069,2022-02-27T15:00:00.000Z
부산,동구,35,19,87679,2022-02-27T15:00:00.000Z
부산,동래구,17,12,266866,2022-02-27T15:00:00.000Z
부산,부산진구,35,13,353159,2022-02-27T15:00:00.000Z
부산,북구,24,10,283211,2022-02-27T15:00:00.000Z
부산,사상구,21,15,208298,2022-02-27T15:00:00.000Z
부산,사하구,29,15,306003,2022-02-27T15:00:00.000Z
부산,서구,34,2,105164,2022-02-27T15:00:00.000Z
부산,수영구,27,12,175095,2022-02-27T15:00:00.000Z
부산,연제구,21,15,207144,2022-02-27T15:00:00.000Z
부산,영도구,24,13,110638,2022-02-27T15:00:00.000Z
부산,중구,27,15,40524,2022-02-27T15:00:00.000Z
부산,해운대구,28,16,396438,2022-02-27T15:00:00.000Z
부산,강서구,53,26,142918,2022-03-17T11:00:00.000Z
부산,금정구,41,20,228049,2022-03-17T11:00:00.000Z
부산,기장군,42,19,177125,2022-03-17T11:00:00.000Z
부산,남구,42,19,262069,2022-03-17T11:00:00.000Z
부산,동구,54,19,87679,2022-03-17T11:00:00.000Z
부산,동래구,41,25,266866,2022-03-17T11:00:00.000Z
부산,부산진구,55,23,353159,2022-03-17T11:00:00.000Z
부산,북구,45,20,283211,2022-03-17T11:00:00.000Z
부산,사상구,54,26,208298,2022-03-17T11:00:00.000Z
부산,사하구,49,23,306003,2022-03-17T11:00:00.000Z
부산,서구,52,19,105164,2022-03-17T11:00:00.000Z
부산,수영구,50,20,175095,2022-03-17T11:00:00.000Z
부산,연제구,44,25,207144,2022-03-17T11:00:00.000Z
부산,영도구,40,16,110638,2022-03-17T11:00:00.000Z
부산,중구,49,22,40524,2022-03-17T11:00:00.000Z
부산,해운대구,48,20,396438,2022-03-17T11:00:00.000Z
부산,강서구,21,17,142918,2022-03-14T08:00:00.000Z
부산,금정구,14,9,228049,2022-03-14T08:00:00.000Z
부산,기장군,13,9,177125,2022-03-14T08:00:00.000Z
부산,남구,14,8,262069,2022-03-14T08:00:00.000Z
부산,동구,31,20,87679,2022-03-14T08:00:00.000Z
부산,동래구,22,18,266866,2022-03-14T08:00:00.000Z
부산,부산진구,27,21,353159,2022-03-14T08:00:00.000Z
부산,북구,14,10,283211,2022-03-14T08:00:00.000Z
부산,사상구,21,21,208298,2022-03-14T08:00:00.000Z
부산,사하구,20,17,306003,2022-03-14T08:00:00.000Z
부산,서구,30,17,105164,2022-03-14T08:00:00.000Z
부산,수영구,26,14,175095,2022-03-14T08:00:00.000Z
부산,연제구,20,17,207144,2022-03-14T08:00:00.000Z
부산,영도구,10,6,110638,2022-03-14T08:00:00.000Z
부산,중구,21,20,40524,2022-03-14T08:00:00.000Z
부산,해운대구,19,16,396438,2022-03-14T08:00:00.000Z
부산,강서구,45,24,142918,2022-03-10T17:00:00.000Z
부산,금정구,54,28,228049,2022-03-10T17:00:00.000Z
부산,기장군,55,32,177125,2022-03-10T17:00:00.000Z
부산,남구,52,23,262069,2022-03-10T17:00:00.000Z
부산,동구,64,23,87679,2022-03-10T17:00:00.000Z
부산,동래구,51,32,266866,2022-03-10T17:00:00.000Z
부산,부산진구,50,26,353159,2022-03-10T17:00:00.000Z
부산,북구,56,28,283211,2022-03-10T17:00:00.000Z
부산,사상구,70,34,208298,2022-03-10T17:00:00.000Z
부산,사하구,57,32,306003,2022-03-10T17:00:00.000Z
부산,서구,60,26,105164,2022-03-10T17:00:00.000Z
부산,수영구,59,19,175095,2022-03-10T17:00:00.000Z
부산,연제구,47,26,207144,2022-03-10T17:00:00.000Z
부산,영도구,44,20,110638,2022-03-10T17:00:00.000Z
부산,중구,48,22,40524,2022-03-10T17:00:00.000Z
부산,해운대구,56,27,396438,2022-03-10T17:00:00.000Z
부산,강서구,30,17,142918,2022-03-12T23:00:00.000Z
부산,금정구,28,12,228049,2022-03-12T23:00:00.000Z
부산,기장군,28,17,177125,2022-03-12T23:00:00.000Z
부산,남구,27,15,262069,2022-03-12T23:00:00.000Z
부산,동구,30,14,87679,2022-03-12T23:00:00.000Z
부산,동래구,35,18,266866,2022-03-12T23:00:00.000Z
부산,부산진구,29,14,353159,2022-03-12T23:00:00.000Z
부산,북구,33,19,283211,2022-03-12T23:00:00.000Z
부산,사상구,29,19,208298,2022-03-12T23:00:00.000Z
부산,사하구,28,16,306003,2022-03-12T23:00:00.000Z
부산,서구,32,17,105164,2022-03-12T23:00:00.000Z
부산,수영구,28,16,175095,2022-03-12T23:00:00.000Z
부산,연제구,25,19,207144,2022-03-12T23:00:00.000Z
부산,영도구,21,11,110638,2022-03-12T23:00:00.000Z
부산,중구,29,17,40524,2022-03-12T23:00:00.000Z
부산,해운대구,31,16,396438,2022-03-12T23:00:00.000Z
부산,강서구,21,12,142918,2022-03-13T16:00:00.000Z
부산,금정구,19,10,228049,2022-03-13T16:00:00.000Z
부산,기장군,21,13,177125,2022-03-13T16:00:00.000Z
부산,남구,29,13,262069,2022-03-13T16:00:00.000Z
부산,동구,23,14,87679,2022-03-13T16:00:00.000Z
부산,동래구,28,15,266866,2022-03-13T16:00:00.000Z
부산,부산진구,31,11,353159,2022-03-13T16:00:00.000Z
부산,북구,25,15,283211,2022-03-13T16:00:00.000Z
부산,사상구,25,18,208298,2022-03-13T16:00:00.000Z
부산,사하구,28,16,306003,2022-03-13T16:00:00.000Z
부산,서구,30,13,105164,2022-03-13T16:00:00.000Z
부산,수영구,30,15,175095,2022-03-13T16:00:00.000Z
부산,연제구,22,13,207144,2022-03-13T16:00:00.000Z
부산,영도구,24,7,110638,2022-03-13T16:00:00.000Z
부산,중구,27,15,40524,2022-03-13T16:00:00.000Z
부산,해운대구,29,15,396438,2022-03-13T16:00:00.000Z
부산,강서구,59,40,142918,2022-03-09T05:00:00.000Z
부산,금정구,48,30,228049,2022-03-09T05:00:00.000Z
부산,기장군,50,30,177125,2022-03-09T05:00:00.000Z
부산,남구,54,32,262069,2022-03-09T05:00:00.000Z
부산,동구,71,28,87679,2022-03-09T05:00:00.000Z
부산,동래구,54,37,266866,2022-03-09T05:00:00.000Z
부산,부산진구,61,37,353159,2022-03-09T05:00:00.000Z
부산,북구,59,34,283211,2022-03-09T05:00:00.000Z
부산,사상구,72,47,208298,2022-03-09T05:00:00.000Z
부산,사하구,67,42,306003,2022-03-09T05:00:00.000Z
부산,서구,64,37,105164,2022-03-09T05:00:00.000Z
부산,수영구,63,27,175095,2022-03-09T05:00:00.000Z
